id,Lat_Dec,Lon_Dec,NO2uM,NO3uM,NH3uM,R_TEMP,R_Depth,R_Sal,R_DYNHT,R_Nuts,R_Oxy_micromol.Kg,,PO4uM,SiO3uM,TA1.x,Salinity1,Temperature_degC,DIC
772,34.275,-120.031667,0.01,27.9,0,9.36,172,174.1,0.382,0,81.3735,,2.23,34.7,2257.69,34.0289,9.38,2214.63
773,33.81027,-121.84337,0.016,31.73,0,7.71,272,149.7,0.611,0,81.78683,,2.44,45.94,2264.15,34.063,7.74,2214.79
774,34.31912,-120.80587,0.018,24.38,0.01,9.48,171,189.3,0.451,0.01,118.3796,,1.95,27.86,2248.13,33.854,9.5,2185.13
775,33.488333,-122.533333,0,27.1,0,8.44,170,172.1,0.452,0,127.4976,,1.98,31.4,2250.74,33.872,8.46,2188.63
776,32.416667,-119.965,0,28.4,0,8.49,171,161.2,0.392,0,104.4231,,2.15,36.3,2264.63,34.0338,8.51,2207.64
777,33.821667,-118.63,0.5,7.1,0.16,12.89,30,270.1,0.1,0.16,240.4478,,0.83,5.2,2236.51,33.5194,12.89,2064.561074
778,34.276666,-120.025,0.03,22.6,0.11,10.14,50,198.8,0.113,0.11,113.6064,,1.87,25.7,2246.54,33.8242,10.15,2181.06
779,32.84562,-117.53203,0.035,18.16,0.19,10.39,100,223.9,0.302,0.19,166.7505,,1.52,17.51,2229.18,33.565,10.4,2129.23
780,34.15253,-121.15268,0.024,29.8,0.07,8.37,171,161.3,0.403,0.07,94.85094,,2.23,36.72,2262.53,34.006,8.39,2214.78
781,33.48223,-122.53563,0.207,4.5,0.36,13.72,50,294.4,0.164,0.36,259.6765,,0.68,2.69,2233.13,33.408,13.73,2043.34
782,34.275,-120.025,0.09,28.5,0.02,9.4,102,168.6,0.202,0.02,74.84316,,2.27,34.4,2310.55,34.0953,9.41,2223.7
783,32.82,-123.9,0,38.6,0,1.25,3553,44.9,2.826,0,126.8838,,2.68,173.9,2430.23,34.67,1.52,2351.15
784,33.8223,-121.8382,0.018,28.5,0.1,8.44,171,166.6,0.403,0.1,111.3906,,2.11,33.42,2255.93,33.946,8.45,2200.88
785,34.15052,-121.14713,0.014,40.51,0,5.86,519,115.1,0.889,0,17.8297,,3.16,79.32,2312.46,34.23,5.91,2313.54
786,32.65458,-119.48298,0.031,15.3,0.04,10.64,101,237.9,0.294,0.04,188.5465,,1.31,14.1,2224.28,33.431,10.65,2110.14
787,34.278333,-120.025,0.2,20.3,0.89,10.44,50,210.4,0.131,0.89,134.0802,,1.85,22.9,2244.26,33.747,10.45,2162.873659
788,32.991667,-120.34,0,25,0,9.35,151,182.2,0.361,0,113.1496,,1.86,29.4,2251.82,33.9147,9.37,2190.19
789,34.316667,-120.811667,0,0.1,0.01,16.19,20,344.6,0.071,0.01,257.1971,,0.32,1.1,2235.1,33.405,16.19,2000.1
790,33.488333,-122.551667,0.02,0.1,0.06,12.97,14,313.6,0.044,0.06,268.0107,,0.34,3.1,2198.41,32.9303,12.97,2001.49
791,34.146667,-121.143333,0.14,5.6,0.22,12.55,2,287.1,0.006,0.22,258.3538,,0.74,7.4,2219.35,33.1923,12.55,2040.55
792,33.821666,-118.628333,0,39,0,6.46,519,117.2,0.829,0,13.48125,,3.05,72.2,2315.03,34.3099,6.51,2310.18
793,34.31912,-120.80587,0.01,0.05,0,16.12,3,350.2,0.011,0,253.2895,,0.33,2.03,2231.06,33.304,16.12,2003
794,33.48223,-122.53563,0.014,29.8,0.06,8.86,171,168.5,0.432,0.06,80.06337,,2.28,35.92,2257.01,34.004,8.88,2222.52
795,34.2324,-120.97948,0.01,35.7,0,7.43,323,132.8,0.602,0,29.57708,,2.82,56.13,2300.92,34.239,7.46,2282.02
796,32.66247,-119.48342,0.43,1.9,0.06,12.85,53,295.7,0.182,0.06,252.4909,,0.51,3.81,2211.69,33.165,12.86,2024.82
797,34.27,-120.021666,0.06,29,0.02,9.15,171,162.3,0.374,0.02,62.21928,,2.39,37.9,2270.62,34.1529,9.17,2233.2
798,32.985,-120.346666,0.08,2.6,0.04,13.1,1,286.6,0.003,0.04,274.9083,,0.53,5.3,2228.43,33.3341,13.1,2022.15
799,34.31638,-120.80213,0.027,30.31,0,8.68,323,151,0.615,0,46.58,,2.62,44.46,2285.96,34.242,8.72,2256.57
800,33.82253,-118.62812,0,0,0.02,15.31,30,326.5,0.113,0.02,271.9671,,0.38,2.94,2231.62,33.407,15.32,2015.11
801,32.8483,-117.52998,0.05,12.9,0.01,12.06,85,257,0.274,0.01,177.8262,,1.23,12.16,2232.21,33.502,12.07,2104.7
802,34.32035,-120.79869,0.016,27,0.07,9.56,171,173.9,0.395,0.07,83.54878,,2.25,32.6,2264.17,34.082,9.57,2214.3
803,33.8221,-118.62953,0.03,38.4,0,6.44,519,116.2,0.938,0,10.39345,,3.22,75.67,2317.09,34.318,6.48,2314.4
804,34.295,-120.831666,0.07,25.9,0,9.72,102,188.5,0.222,0,101.4069,,2.08,29.9,2251.34,33.8922,9.73,2194.16
805,31.41,-121.991667,0,35.6,0,7.23,323,139.2,0.678,0,53.93856,,2.69,54.3,2303.8,34.12,7.26,2264.261312
806,33.41308,-117.90933,0.16,6.2,0,13.04,50,282.5,0.176,0,221.134,,0.8,7.07,2224.93,33.394,13.04,2062.92
807,31.41382,-121.996,0.03,0,0.03,14.81,29,320.7,0.094,0.03,250.1602,,0.31,2.72,2212.78,33.341,14.81,2010.9
808,31.991666,-122.393333,0,13.5,0.07,10.22,99,235.6,0.311,0.07,207.7017,,1.19,12.3,2219.55,33.363,10.23,2088.88
809,34.2724,-120.02573,0,33.5,0,7.98,323,142.2,0.622,0,19.1834,,2.88,58.18,2290.67,34.223,8.02,2284.93
810,33.418333,-117.901667,0,0,0,15.64,2,329.9,0.007,0,248.8782,,0.35,2.3,2236.57,33.4352,15.64,2008.93
811,34.278333,-120.025,0.03,33.8,0,7.91,321,141.9,0.578,0,20.44493,,2.93,57.8,2289.89,34.2139,7.94,2284.153517
812,34.27822,-120.02078,0.043,0.3,0.02,13.49,2,284.2,0.006,0.02,281.8718,,0.23,1.42,2291.96,33.474,13.49,2004.91
813,32.92,-118.935,0,35.1,0,7.65,322,135.9,0.573,0,32.18795,,2.81,55.5,2288.29,34.238,7.68,2276.91
814,34.14528,-120.68388,0.25,4.5,0.38,13.81,30,287,0.09,0.38,240.9245,,0.72,4.77,2236.42,33.52,13.81,2053.34
815,31.4171,-121.98952,0.01,0.1,0.06,16.42,31,357.3,0.114,0.06,244.1497,,0.31,1.87,2231.92,33.304,16.42,2005.34
816,34.38503,-120.66553,0.05,25.1,0,9.65,170,187.4,0.398,0,99.22791,,2.02,29.63,2253.64,33.913,9.67,2196.1
817,32.84588,-117.53122,0.021,28,0.23,9.83,172,169.4,0.394,0.23,57.43699,,2.39,35.63,2270.02,34.197,9.85,2234.32
818,33.82042,-121.84573,0,0.07,0.16,16.68,2,371.3,0.007,0.16,247.6758,,0.32,1.38,2221.04,33.176,16.68,1996.89
819,33.823333,-118.63,0.02,22.3,0,10.5,101,208.3,0.258,0,121.8871,,1.87,23.5,2243.25,33.7941,10.51,2166.97
820,33.82293,-118.62723,0.082,28.03,0,9.09,171,165.1,0.373,0,80.4956,,2.33,36.49,2267.57,34.08,9.11,2222.94
821,33.818333,-118.625,0.02,28.1,0.36,9.37,171,158.2,0.344,0.36,56.12548,,2.42,34.9,2277.65,34.2366,9.39,2241.39
822,33.823333,-118.628333,0.23,4.3,0.05,13.45,30,293.4,0.093,0.05,230.0483,,0.65,4.9,2225.84,33.3407,13.45,2045.63
823,34.32,-120.80682,0.03,16.8,0,10.28,51,228.6,0.133,0,184.1768,,1.41,15.52,2225.32,33.473,10.29,2119.53
824,34.32,-120.79787,0.021,39.5,0.06,6.63,518,126,0.83,0.06,22.18067,,3.13,68.98,2302.97,34.224,6.68,2297.5
825,31.991666,-122.393333,0,0,0.3,17.35,20,373.9,0.075,0.3,247.6809,,0.29,0.8,2234.36,33.362,17.35,2011.88
826,32.81952,-123.90973,0.009,0,0,15.8,3,360.1,0.011,0,252.4432,,0.34,2.05,2215.2,33.077,15.8,2001.91
827,33.82253,-118.62812,0.002,29.4,0.08,9.53,322,158.2,0.683,0.08,36.98043,,2.6,39.93,2285.05,34.328,9.56,2256.28
828,32.913333,-118.926667,0.01,13,0,11.34,99,256,0.306,0,198.5988,,1.18,11.8,2218.84,33.3445,11.35,2090.73
829,33.82297,-118.62882,0.009,0,0.01,20.37,2,437.9,0.009,0.01,240.25,,0.26,1.52,2237.09,33.472,20.37,1997.51
830,32.65068,-119.4804,0.01,20.9,0,9.79,101,208.9,0.285,0,156.7128,,1.63,20.08,2233.14,33.634,9.8,2147.01
831,32.41797,-119.9588,0.062,1.1,0.21,16.6,2,333.8,0.007,0.21,254.5547,,0.42,0.98,2241.53,33.667,16.6,2023.4
832,32.84,-117.538333,0.32,1.9,0.35,14.32,30,312.8,0.107,0.35,248.8326,,0.47,2.8,2222.4,33.317,14.32,2026.3
833,33.42318,-117.90352,0.042,18.6,0.02,10.27,104,216.3,0.313,0.02,151.5004,,1.62,19.1,2233.4,33.642,10.28,2144.35
834,32.646667,-119.491667,0.13,4.6,0.25,13.09,2,276.6,0.006,0.25,270.5236,,0.63,7.1,2231.33,33.461,13.09,2032.77
835,33.48258,-122.53307,0.053,0.16,0.01,15.01,40,350.3,0.147,0.01,254.5944,,0.37,1.96,2210.81,33.001,15.01,2000.4
836,34.32,-120.798333,0.05,14.8,0,10.68,51,232.2,0.136,0,179.3941,,1.35,16.4,2229.73,33.5007,10.69,2119.83
837,32.65068,-119.4804,0.19,5.8,0,12.52,50,285.4,0.165,0,238.7411,,0.72,4.98,2212.53,33.217,12.53,2047.4
838,32.846666,-117.528333,0,32.4,0.04,8.25,319,143.5,0.646,0.04,41.76043,,2.69,48.8,2287.71,34.2538,8.28,2265.09
839,33.82523,-118.62683,0.018,0,0.1,18.83,2,391,0.008,0.1,261.2458,,0.28,4.42,2242.65,33.593,18.83,1998.74
840,33.48223,-122.53563,0.014,34.5,0.12,7.67,323,138.7,0.658,0.12,35.23365,,2.74,53.72,2291.24,34.213,7.7,2273.48
841,34.32,-120.80682,0,39.6,0,5.93,521,113.3,0.837,0,13.04585,,3.12,79.15,2318.58,34.28,5.97,2315.75
842,34.295,-120.831666,0,37.5,0,6.66,520,122.8,0.837,0,20.00555,,2.99,69.1,2306.96,34.2751,6.71,2301.6
843,33.493333,-119.316666,0.02,13.5,0.1,11.75,49,251.7,0.154,0.1,207.7381,,1.21,11.7,2228.3,33.487,11.76,2095.6
844,34.2749,-120.02508,0.074,28.51,0,9.52,232,167.9,0.516,0,61.6,,2.43,36.54,2273.29,34.178,9.54,2236.03
845,34.15047,-121.14983,0.005,0,0.09,17.13,2,359.2,0.007,0.09,251.1331,,0.33,0.29,2237.37,33.48,17.13,2000.73
846,32.415,-119.95,0.2,0.8,0.05,14.56,49,315,0.157,0.05,247.0938,,0.44,3,2229.49,33.3517,14.57,2020.05
847,32.41777,-119.95838,0.019,0,0.03,16.09,50,361,0.203,0.03,259.8529,,0.35,2.32,2218.79,33.164,16.09,2001
848,34.275,-120.033333,0.03,15.3,0,11.62,49,243.7,0.153,0,189.4312,,1.32,14,2232.12,33.562,11.63,2111.38
849,34.31912,-120.80587,0.019,28.14,0,8.83,232,165.7,0.558,0,90.06751,,2.21,36.08,2264.62,34.054,8.86,2217.13
850,33.82217,-118.626,0.24,16.7,0.27,11.06,50,236.3,0.132,0.27,165.032,,1.45,15.73,2229.23,33.542,11.07,2127.32
851,32.65,-119.475,0.72,17.6,1.23,10.93,50,221.2,0.145,1.23,175.0201,,1.61,16.3,2242.87,33.7129,10.94,2140.461926
852,32.41813,-119.96012,0,35.7,0,7.07,323,134.4,0.64,0,44.80145,,2.74,56.69,2285.85,34.141,7.1,2270.18
853,34.2724,-120.02573,0.01,28.7,0,9.35,172,171.2,0.393,0,69.09995,,2.29,36.66,2265.76,34.073,9.37,2226.59
854,34.27582,-120.02328,8.19,9.1,0,6.52,519,122.7,0.885,0,3.044305,,3.94,111.68,2356.92,34.246,6.57,2361.81
855,31.418333,-121.998333,0,41.2,0,5.62,518,111.7,1.009,0,16.95951,,3.15,82.9,2311.5,34.234,5.66,2314.4
856,33.48453,-122.53108,0.003,27.2,0.04,8.32,232,164.8,0.643,0.04,128.3562,,1.98,33.15,2256.39,33.959,8.34,2190.9
857,32.64837,-119.48527,0.038,30.2,0,8.13,171,156.1,0.372,0,93.54064,,2.34,38.36,2263.81,34.016,8.15,2219.42
858,31.41,-121.991667,0,28.4,0.2,9.03,171,174.9,0.443,0.2,97.03994,,2.18,32.6,2255.73,33.9558,9.05,2205.320775
859,31.428333,-121.993333,0.2,2.2,0.7,12.81,95,284.2,0.292,0.7,257.9043,,0.51,4.9,2223.38,33.3233,12.82,2032.63
860,34.44992,-120.52393,0.008,0,0,17.24,2,368,0.007,0,277.65,,0.2,0.54,2237.09,33.398,17.24,1989.86
861,33.82297,-118.62882,0.012,27.94,0,9.78,232,170.4,0.535,0,65.27,,2.37,34.56,2276.81,34.191,9.81,2231.25
862,31.41283,-121.99633,0.016,34,0.02,7.29,322,142,0.687,0.02,61.33486,,2.58,51.26,2282.94,34.089,7.32,2255.63
863,34.31487,-120.804,0.02,25.3,0,9.62,101,187.6,0.254,0,110.8936,,2.09,28.35,2249.71,33.875,9.63,2188.1
864,34.15047,-121.14983,0.006,30.53,0.03,8.4,232,154.4,0.522,0.03,68.73929,,2.47,42.04,2273.33,34.114,8.42,2237.5
865,32.66247,-119.48342,0.01,39.9,0,6.18,519,114.8,0.925,0,13.39392,,3.21,76.51,2314.55,34.292,6.22,2312.7
866,34.275,-120.02,0.07,28.1,0,9.44,50,172.3,0.105,0,78.32797,,2.25,34.2,2259.92,34.0357,9.45,2219.96
867,34.27582,-120.02328,0.02,33.8,0,8.05,323,144.5,0.628,0,21.75037,,2.86,53.7,2293.35,34.203,8.08,2281.74
868,32.84562,-117.53203,0.035,0.12,0.09,15.39,29,337,0.114,0.09,265.8938,,0.41,3.09,2224.35,33.28,15.39,2010.79
869,32.41082,-119.94582,0.015,13.9,0.07,10.43,101,239.6,0.298,0.07,205.0971,,1.17,11.99,2219.55,33.361,10.44,2094.4
870,34.315,-120.813333,0,28.9,0,8.96,170,165.7,0.372,0,85.28265,,2.27,35.5,2264.96,34.065,8.98,2219.41
871,33.42,-117.901667,0.09,0.9,0.07,14.19,30,305.6,0.092,0.07,250.9929,,0.43,3.3,2228.28,33.3758,14.19,2023.43
872,32.418333,-119.958333,0,35.4,0,7.26,323,136.6,0.682,0,46.10756,,2.7,54.6,2286.6,34.157,7.29,2268.8
873,31.418333,-122.001667,0,26.8,0,9.04,175,182.7,0.455,0,118.8073,,2.02,30,2248.7,33.866,9.06,2187.5
874,33.82253,-118.62812,0.014,0.1,0.06,19.44,2,407.5,0.008,0.06,246.8951,,0.3,1.8,2242.12,33.559,19.44,2000.95
875,31.41507,-121.99767,0.02,22.1,0.04,9.63,171,208.4,0.531,0.04,154.7071,,1.76,21.8,2235.93,33.628,9.65,2150.4
876,33.483333,-122.535,0,13.5,0,10.7,100,253.4,0.315,0,211.2235,,1.17,11.7,2221.2,33.246,10.71,2088.5
877,34.15253,-121.15268,0.08,14,0.04,10.93,53,249.3,0.175,0.04,212.0877,,1.25,10.29,2221.75,33.331,10.94,2094.34
878,34.27143,-120.02587,0.029,23.4,0.01,6.61,518,124.3,0.916,0.01,0.869815,,3.71,100.76,2334.27,34.245,6.66,2341.87
879,32.6524,-119.4811,0.014,0,0.04,17.7,2,363.9,0.007,0.04,250.709,,0.31,0.58,2240.63,33.6,17.7,2010.59
880,32.81493,-123.90738,0.003,0,0.03,19.6,25,431.2,0.108,0.03,232.5542,,0.32,2.25,2230.68,33.309,19.61,1997.44
881,32.84348,-117.53017,0.04,11,0.12,11.85,50,260.4,0.146,0.12,197.3031,,1.07,10.07,2215.89,33.395,11.85,2088.54
882,34.276667,-120.03,0.06,28.5,0,9.21,50,170.3,0.101,0,82.24269,,2.22,34.9,2262.4,34.03,9.22,2218.6
883,31.988333,-122.388333,0,40.8,0,5.5,522,109.5,0.898,0,15.65458,,3.19,84.2,2319.67,34.2475,5.54,2322.48
884,34.146667,-121.143333,0.01,35.4,0,7.26,302,137.5,0.56,0,47.84808,,2.69,55.2,2283.88,34.1298,7.29,2265.45
885,34.44812,-120.5254,0.26,7.14,0.05,13.23,51,293.5,0.146,0.05,220.8974,,0.85,8.14,2221.39,33.306,13.23,2063.7
886,34.2749,-120.02508,0.049,23.19,0,10.14,101,198.7,0.278,0,115.77,,1.93,24.91,2248.69,33.859,10.15,2180.27
887,33.42,-117.9,0.2,13.8,0.08,11.89,30,258.7,0.094,0.08,187.719,,1.23,12.7,2224.6,33.429,11.89,2102
888,32.41752,-119.96252,0,40.1,0,6.13,520,114.8,0.924,0,14.00273,,3.23,76.89,2307.99,34.292,6.18,2313.33
889,34.44812,-120.5254,0.245,7.43,0.06,12.52,65,278,0.183,0.06,217.3764,,0.87,8.4,2221.71,33.311,12.53,2066.37
890,34.146667,-121.143333,0.03,24.8,0,9.47,102,196.6,0.245,0,135.801,,1.89,26.4,2241.02,33.7259,9.48,2170.38
891,32.84562,-117.53203,0.022,39.26,0.16,6.52,518,118.3,0.933,0.16,12.17666,,3.21,74.1,2313.4,34.308,6.57,2308.99
892,33.48213,-122.53752,0.02,35.9,0,7.06,322,135.6,0.635,0,43.49715,,2.79,57.48,2288.96,34.128,7.09,2271.41
893,32.01,-122.393333,0,18.9,0.01,9.5,173,194.5,0.492,0.01,168.8744,,1.5,20.9,2241.97,33.7835,9.52,2140.23
894,31.4183,-121.9898,0.008,0.1,0.35,18.47,3,391,0.012,0.35,232.4608,,0.32,2.65,2235.64,33.474,18.47,2014.05
895,32.41797,-119.9588,0.003,33.7,0.04,7.31,234,141,0.44,0.04,61.77022,,2.55,50.12,2279.77,34.087,7.33,2254.02
896,34.31487,-120.804,0.11,16.8,0.13,11.01,50,235.4,0.148,0.13,167.8607,,1.48,15.76,2230.33,33.535,11.02,2124.68
897,33.823333,-118.631667,0.64,5.8,0.43,13.18,30,293,0.094,0.43,226.9975,,0.75,5.8,2223.66,33.2715,13.18,2049.3
898,33.478333,-122.535,0,37.6,0,6.5,321,133.4,0.636,0,55.67553,,2.73,60.4,2285.79,34.0639,6.53,2267.434337
899,33.48223,-122.53563,0.05,0.7,0.11,16.01,2,344,0.007,0.11,259.3764,,0.4,1.76,2226.84,33.354,16.01,2011.04
900,32.41787,-119.9594,0,0,0,18.49,3,400.5,0.012,0,247.05,,0.29,0.76,2230.15,33.383,18.49,1999.21
901,33.47985,-122.53081,0.016,27.17,0,8.56,171,170.7,0.434,0,122.7088,,2.04,32.47,2252.91,33.908,8.58,2193.94
902,34.2775,-120.05032,0.03,33.9,0.07,7.44,323,135,0.501,0.07,19.57352,,2.93,64.71,2296.13,34.212,7.47,2291.36
903,33.47985,-122.53081,0.01,40.49,0,5.72,519,115.5,0.91,0,19.56931,,3.13,80.83,2310.48,34.196,5.76,2313.3
904,32.41967,-119.95228,0.14,2,0.14,13.33,50,281,0.14,0.14,255.72,,0.48,3.23,2237.57,33.501,13.33,2032.55
905,34.31628,-120.80113,0.363,13.6,0.46,11.7,34,244.6,0.086,0.46,201.6267,,1.26,15.45,2234.84,33.569,11.7,2110.4
906,33.823333,-118.628333,0,38.1,0,6.55,519,118.9,0.882,0,13.48148,,3.08,72,2313.5,34.3064,6.6,2310.16
907,33.41763,-117.9034,0.02,27.92,0,9.02,171,166.2,0.39,0,87.89352,,2.26,35.72,2264.89,34.072,9.04,2218.04
908,34.31628,-120.80113,0.008,39.8,0.05,6.04,518,116.9,0.828,0.05,17.82999,,3.1,75.24,2312.09,34.237,6.08,2308.55
909,34.275,-120.031667,0,0,0,15.63,2,331.4,0.007,0,263.2658,,0.27,1.5,2230.89,33.3901,15.63,1994.37
910,33.48412,-122.53382,0.01,40.32,0,5.79,519,116,1.01,0,18.57,,3.13,79.93,2312.55,34.217,5.84,2313.13
911,33.823333,-118.631667,0,33.4,0,8.14,325,143.8,0.634,0,39.58557,,2.66,49.8,2285.73,34.2261,8.17,2264.47
912,32.84762,-117.53343,0.023,29.1,0.45,9.57,323,160.7,0.686,0.45,41.33211,,2.57,39.19,2282.11,34.303,9.61,2253.39
913,31.4145,-121.99232,0.016,33.6,0.01,6.82,323,141,0.69,0.01,80.47435,,2.47,51.6,2276.72,34.014,6.85,2245.22
914,31.41803,-121.98997,0,0,0,17.66,50,389.5,0.209,0,250.47,,0.29,1.85,2228.55,33.254,17.67,2000.01
915,31.99,-122.393333,0,29.2,0,7.58,303,153.7,0.759,0,120.0748,,2.09,41.9,2264.9,33.9807,7.61,2204.27
916,31.415,-122.016667,0,0,0.17,14.74,2,318.9,0.006,0.17,254.9515,,0.32,2,2226.35,33.3414,14.74,2010.47
917,31.418333,-121.998333,0,8,0,11.8,100,274.9,0.367,0,226.9517,,0.79,6.1,2211.7,33.197,11.81,2058.8
918,32.82037,-123.9004,0.004,35.5,0.08,7.16,321,135.9,0.674,0.08,43.49723,,2.76,55.52,2288.44,34.152,7.19,2294.69
919,34.2724,-120.02573,0.04,20.5,0,10.45,101,216.6,0.259,0,140.4865,,1.64,21.57,2235.39,33.679,10.47,2154.01
920,33.41733,-117.90578,0.02,20.8,0,10.37,101,209.2,0.279,0,130.94,,1.76,22.21,2240.97,33.8,10.38,2164.58
921,32.81952,-123.90973,0.015,40.6,0,5.62,518,113.5,0.999,0,19.13405,,3.17,82.53,2313.35,34.203,5.66,2311.87
922,34.49023,-120.92117,0.02,30.8,0,8.57,252,151.9,0.517,0,52.20548,,2.51,42.49,2282.74,34.187,8.59,2252
923,33.8223,-121.8382,0.08,5.3,0.1,12.79,51,280.6,0.157,0.1,236.551,,0.76,5.23,2222.45,33.355,12.8,2049.74
924,34.275,-120.025,0,32.6,0,8.85,231,154.9,0.503,0,30.01926,,2.68,45.5,2275.8,34.204,8.87,2264.8
925,31.41432,-121.99767,0,0,0.05,14.65,24,321.1,0.077,0.05,257.5706,,0.29,2.75,2220.88,33.283,14.65,2012.5
926,34.268333,-120.021667,0,33.2,0,8.61,230,149.8,0.428,0,28.27758,,2.68,48.4,2280.28,34.222,8.63,2270.51
927,32.81872,-123.90777,0,32.9,0.03,7.29,323,145.9,0.794,0.03,80.47811,,2.46,47.78,2272.72,34.029,7.32,2239.61
928,31.41382,-121.996,0,40.4,0,5.87,519,115.7,0.962,0,17.8298,,3.11,77.53,2312.58,34.222,5.92,2310.14
929,33.82228,-118.62652,0.025,37.9,0.08,6.57,519,119.4,0.837,0.08,13.04657,,3.11,72.77,2309.7,34.304,6.61,2311.7
930,32.01,-122.393333,0,33.1,0,7.46,323,143.5,0.734,0,63.94604,,2.49,50,2277.58,34.0961,7.49,2252.17
931,34.315,-120.798333,0.18,5.8,1.08,13.73,30,278.8,0.087,1.08,232.6275,,0.77,4,2245.52,33.6183,13.73,2061.200787
932,32.41082,-119.94582,0.059,0.4,0.09,14.4,3,317.9,0.01,0.09,253.6416,,0.39,2.72,2225.38,33.256,14.4,2013.13
933,31.991666,-122.393333,0,0,0.29,17.39,2,377.2,0.008,0.29,245.9465,,0.31,1.1,2230.23,33.315,17.39,1999.88
934,34.31877,-120.80207,0.04,0.3,0,14.99,2,306.1,0.006,0,265.8123,,0.35,0.83,2242.42,33.574,14.99,2015.05
935,33.823333,-118.631667,0,28,0,9.26,171,171.8,0.396,0,87.89874,,2.18,34.1,2257.01,34.0391,9.28,2213.51
936,32.418333,-119.968333,0,35.5,0,7.31,322,132.5,0.592,0,32.18689,,2.82,58.4,2294,34.238,7.34,2281.3
937,34.32,-120.798333,0.01,34.5,0.01,7.37,322,135.2,0.575,0.01,39.58229,,2.67,56.2,2290.5,34.1914,7.4,2275.04
938,33.14967,-123.22272,0.012,35.13,0.01,7.05,323,138.9,0.723,0.01,58.28811,,2.63,55.27,2281.72,34.086,7.08,2261.33
939,32.843333,-117.531667,0,23,0,9.76,100,194.7,0.275,0,127.9637,,1.89,26.1,2245.24,33.819,9.77,2173.43
940,32.41797,-119.9588,0,35.7,0.02,7.07,324,128.6,0.56,0.02,29.57593,,2.84,59.8,2295.99,34.227,7.1,2286.05
941,33.813333,-118.626667,0.05,0.2,0.08,15.1,20,323.4,0.065,0.08,250.6036,,0.38,3.3,2230.36,33.3723,15.1,2009.73
942,32.65133,-119.48202,0.004,0,0.01,17.89,3,380.7,0.011,0.01,246.96,,0.32,0.83,2239.28,33.432,17.89,2004.16
943,31.985,-122.403333,0,23.6,0,9.46,176,194.4,0.5,0,141.889,,1.79,24.6,2243.71,33.7779,9.48,2165.19
944,34.31487,-120.804,0.01,31.7,0,8.65,322,152.8,0.622,0,44.67891,,2.69,44.83,2279.55,34.209,8.68,2256.31
945,33.48168,-122.534,0.01,0,0,14.2,42,321.9,0.157,0,269.6871,,0.35,3.29,2215.03,33.165,14.21,2007.54
946,34.27582,-120.02328,0.02,28.7,0,9.46,171,173.1,0.392,0,67.88285,,2.34,35.77,2265.55,34.068,9.48,2226.14
947,32.985,-120.346666,0,34.1,0,7.69,321,137.5,0.607,0,34.79836,,2.82,54.7,2291.16,34.2255,7.72,2276.52
948,32.65133,-119.48202,0.013,35.29,0,7.37,323,132.3,0.614,0,31.58,,2.86,58.05,2292.69,34.233,7.4,2283.97
949,33.47985,-122.53081,0.019,19.36,0,9.71,101,220.1,0.299,0,171.0979,,1.58,18.49,2227.78,33.461,9.72,2133.53
950,34.31877,-120.80207,0.17,4.5,0.36,13.57,30,280.8,0.089,0.36,239.1667,,0.67,4.4,2238.52,33.539,13.58,2051.27
951,31.99,-122.393333,0,0.1,0,15.26,3,345.8,0.01,0,254.15,,0.33,2.6,2215.58,33.1158,15.26,2002.49
952,34.31877,-120.80207,0.02,29.7,0,8.88,233,158.4,0.483,0,61.78075,,2.34,40.28,2275.17,34.157,8.91,2239.07
953,34.27192,-120.0276,0.022,27.8,0,6.59,517,123.7,0.828,0,3.044335,,3.49,94.09,2323.48,34.251,6.64,2332.05
954,34.27192,-120.0276,0.03,28.4,0.06,9.09,171,166.1,0.341,0.06,74.83995,,2.32,36.27,2264.57,34.084,9.11,2226.14
955,31.433333,-121.986667,0,40.8,0,5.49,518,115.3,1.055,0,27.83208,,3,80.4,2308.58,34.1801,5.53,2308.96
956,34.31912,-120.80587,0.346,1.98,0.01,14.47,50,316.4,0.167,0.01,241.8674,,0.51,3.82,2227.3,33.316,14.48,2028.62
957,31.985,-122.403333,0.01,8.9,0.03,11.46,101,273,0.328,0.03,240.0153,,0.91,7.4,2214.86,33.1421,11.47,2060.06
958,32.41082,-119.94582,0.022,40,0.01,5.91,519,113.4,0.929,0.01,15.65506,,3.09,77.11,2315.23,34.261,5.95,2312.91
959,34.275,-120.033333,0,28.9,0,9.34,170,166.3,0.382,0,63.09206,,2.4,36.3,2268.23,34.132,9.36,2231.34
960,33.42117,-117.9052,0.013,31.94,0.04,8.41,324,147.6,0.726,0.04,45.67712,,2.63,45.9,2283.38,34.23,8.44,2258.01
961,32.416667,-119.965,0,32,0,7.86,230,147.4,0.482,0,74.3902,,2.44,45.9,2276.73,34.1123,7.88,2238.5
962,34.315,-120.798333,0.02,0.1,0.03,14.54,2,294.3,0.006,0.03,296.2792,,0.21,0.3,2249.94,33.6189,14.54,1990.185757
963,32.42103,-119.96358,0.001,39.5,0.01,6.07,519,112.4,0.898,0.01,12.176,,3.16,77.06,2317.09,34.306,6.11,2317.05
964,33.821667,-118.633333,0.01,0.1,0.06,13.83,3,290.2,0.009,0.06,325.8938,,0.22,0,2244.19,33.4738,13.83,1978.93
